"state","county","precinct","office","candidate","party","votes"
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Will Sellers","Republican",53
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Donna Wesson Smalley","Democratic",12
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Jay Mitchell","Republican",56
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE TREASURER","John McMillan","Republican",53
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE TREASURER","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Rick Pate","Republican",53
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","SECRETARY OF STATE","Heather Milam","Democratic",11
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","SECRETARY OF STATE","John H. Merrill","Republican",60
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","SECRETARY OF STATE","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE AUDITOR","Miranda Karrine Joseph","Democratic",12
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE AUDITOR","Jim Zeigler","Republican",60
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE AUDITOR","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Christy Olinger Edwards","Republican",53
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Chad Hanson","Republican",53
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Terry A. Moore","Republican",53
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Richard Minor","Republican",53
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Chris McCool","Republican",53
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Bill Cole","Republican",53
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PUBLIC SERVICE COMMISSION, PLACE 1","Cara Y. McClure","Democratic",13
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PUBLIC SERVICE COMMISSION, PLACE 1","Jeremy H. Oden","Republican",57
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PUBLIC SERVICE COMMISSION, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PUBLIC SERVICE COMMISSION, PLACE 2","Kari Powell","Democratic",14
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PUBLIC SERVICE COMMISSION, PLACE 2","Chris ""Chip"" Beeker Jr.","Republican",56
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PUBLIC SERVICE COMMISSION, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Jessica Fortune Barker","Democratic",12
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Wayne Reynolds","Republican",57
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Shaunathan Bell","Republican",52
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Andrew Hairston","Republican",53
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Write-In","No party",1
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE SENATOR, DISTRICT 8","Steve Livingston","Republican",54
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE SENATOR, DISTRICT 8","Write-In","No party",1
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE REPRESENTATIVE, DISTRICT 23","Tommy Hanes","Republican",36
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE REPRESENTATIVE, DISTRICT 23","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE REPRESENTATIVE, DISTRICT 24","Nathaniel Ledbetter","Republican",16
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","STATE REPRESENTATIVE, DISTRICT 24","Write-In","No party",1
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","Yes - Statewide Amendment No. 1","No party",66
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","No - Statewide Amendment No. 1","No party",4
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","Yes - Statewide Amendment No. 2","No party",56
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","No - Statewide Amendment No. 2","No party",14
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","Yes - Statewide Amendment No. 3","No party",46
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","No - Statewide Amendment No. 3","No party",11
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","Yes -Statewide Amendment No. 4","No party",57
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","No - Statewide Amendment No. 4","No party",6
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","CIRCUIT CLERK, DeKALB COUNTY","Pam Bailey Simpson","Democratic",39
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","CIRCUIT CLERK, DeKALB COUNTY","Todd Greeson","Republican",36
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","CIRCUIT CLERK, DeKALB COUNTY","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","DeKALB COUNTY JUDGE OF PROBATE","Ronnie Osborn","Republican",55
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","DeKALB COUNTY JUDGE OF PROBATE","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PRESIDENT, DeKALB COUNTY COMMISSION","Ben Johnston","Democratic",18
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PRESIDENT, DeKALB COUNTY COMMISSION","Ricky Harcrow","Republican",57
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","PRESIDENT, DeKALB COUNTY COMMISSION","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","MEMBER, DeKALB COUNTY COMMISSION, DISTRICT NO. 4","Dewitt Jackson","Democratic",36
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","MEMBER, DeKALB COUNTY COMMISSION, DISTRICT NO. 4","Lester Black","Republican",39
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","MEMBER, DeKALB COUNTY COMMISSION, DISTRICT NO. 4","Write-In","No party",0
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","DeKALB COUNTY SHERIFF","John Baker","Democratic",15
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","DeKALB COUNTY SHERIFF","Nick Welden","Republican",60
"Alabama","DeKalb","ANTIOCH - BARRY'S BBQ","DeKALB COUNTY SHERIFF","Write-In","No party",0
"Alabama","DeKalb","ARONEY FIRE DEPT","STRAIGHT PARTY","Alabama Democratic Party","Democratic",29
"Alabama","DeKalb","ARONEY FIRE DEPT","STRAIGHT PARTY","Alabama Republican Party","Republican",179
"Alabama","DeKalb","ARONEY FIRE DEPT","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Lee Auman","Democratic",49
"Alabama","DeKalb","ARONEY FIRE DEPT","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Robert Aderholt","Republican",269
"Alabama","DeKalb","ARONEY FIRE DEPT","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Write-In","No party",1
"Alabama","DeKalb","ARONEY FIRE DEPT","GOVERNOR","Walt Maddox","Democratic",54
"Alabama","DeKalb","ARONEY FIRE DEPT","GOVERNOR","Kay Ivey","Republican",266
"Alabama","DeKalb","ARONEY FIRE DEPT","GOVERNOR","Write-In","No party",1
"Alabama","DeKalb","ARONEY FIRE DEPT","LIEUTENANT GOVERNOR","Will Boyd","Democratic",49
"Alabama","DeKalb","ARONEY FIRE DEPT","LIEUTENANT GOVERNOR","Will Ainsworth","Republican",271
"Alabama","DeKalb","ARONEY FIRE DEPT","LIEUTENANT GOVERNOR","Write-In","No party",0
"Alabama","DeKalb","ARONEY FIRE DEPT","ATTORNEY GENERAL","Joseph Siegelman","Democratic",50
"Alabama","DeKalb","ARONEY FIRE DEPT","ATTORNEY GENERAL","Steve Marshall","Republican",271
"Alabama","DeKalb","ARONEY FIRE DEPT","ATTORNEY GENERAL","Write-In","No party",1
"Alabama","DeKalb","ARONEY FIRE DEPT","CHIEF JUSTICE OF THE SUPREME COURT","Bob Vance, Jr.","Democratic",59
"Alabama","DeKalb","ARONEY FIRE DEPT","CHIEF JUSTICE OF THE SUPREME COURT","Tom Parker","Republican",261
"Alabama","DeKalb","ARONEY FIRE DEPT","CHIEF JUSTICE OF THE SUPREME COURT","Write-In","No party",1
"Alabama","DeKalb","ARONEY FIRE DEPT","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Sarah Hicks Stewart","Republican",273
"Alabama","DeKalb","ARONEY FIRE DEPT","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Write-In","No party",4
"Alabama","DeKalb","ARONEY FIRE DEPT","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Tommy Bryan","Republican",269
"Alabama","DeKalb","ARONEY FIRE DEPT","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Will Sellers","Republican",271
"Alabama","DeKalb","ARONEY FIRE DEPT","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Donna Wesson Smalley","Democratic",49
"Alabama","DeKalb","ARONEY FIRE DEPT","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Jay Mitchell","Republican",266
"Alabama","DeKalb","ARONEY FIRE DEPT","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Write-In","No party",0
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE TREASURER","John McMillan","Republican",273
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE TREASURER","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Rick Pate","Republican",272
"Alabama","DeKalb","ARONEY FIRE DEPT","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","SECRETARY OF STATE","Heather Milam","Democratic",51
"Alabama","DeKalb","ARONEY FIRE DEPT","SECRETARY OF STATE","John H. Merrill","Republican",266
"Alabama","DeKalb","ARONEY FIRE DEPT","SECRETARY OF STATE","Write-In","No party",1
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE AUDITOR","Miranda Karrine Joseph","Democratic",56
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE AUDITOR","Jim Zeigler","Republican",262
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE AUDITOR","Write-In","No party",0
"Alabama","DeKalb","ARONEY FIRE DEPT","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Christy Olinger Edwards","Republican",272
"Alabama","DeKalb","ARONEY FIRE DEPT","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Chad Hanson","Republican",271
"Alabama","DeKalb","ARONEY FIRE DEPT","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Terry A. Moore","Republican",272
"Alabama","DeKalb","ARONEY FIRE DEPT","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Richard Minor","Republican",272
"Alabama","DeKalb","ARONEY FIRE DEPT","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Chris McCool","Republican",271
"Alabama","DeKalb","ARONEY FIRE DEPT","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Bill Cole","Republican",270
"Alabama","DeKalb","ARONEY FIRE DEPT","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","PUBLIC SERVICE COMMISSION, PLACE 1","Cara Y. McClure","Democratic",53
"Alabama","DeKalb","ARONEY FIRE DEPT","PUBLIC SERVICE COMMISSION, PLACE 1","Jeremy H. Oden","Republican",265
"Alabama","DeKalb","ARONEY FIRE DEPT","PUBLIC SERVICE COMMISSION, PLACE 1","Write-In","No party",0
"Alabama","DeKalb","ARONEY FIRE DEPT","PUBLIC SERVICE COMMISSION, PLACE 2","Kari Powell","Democratic",53
"Alabama","DeKalb","ARONEY FIRE DEPT","PUBLIC SERVICE COMMISSION, PLACE 2","Chris ""Chip"" Beeker Jr.","Republican",263
"Alabama","DeKalb","ARONEY FIRE DEPT","PUBLIC SERVICE COMMISSION, PLACE 2","Write-In","No party",0
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Jessica Fortune Barker","Democratic",51
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Wayne Reynolds","Republican",266
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE BOARD OF EDUCATION MEMBER DISTRICT 8","Write-In","No party",0
"Alabama","DeKalb","ARONEY FIRE DEPT","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Shaunathan Bell","Republican",270
"Alabama","DeKalb","ARONEY FIRE DEPT","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 1","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Andrew Hairston","Republican",268
"Alabama","DeKalb","ARONEY FIRE DEPT","CIRCUIT COURT JUDGE, 9TH JUDICIAL CIRCUIT, PLACE 2","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE SENATOR, DISTRICT 10","Andrew Jones","Republican",259
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE SENATOR, DISTRICT 10","Craig Ford","Independent",42
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE SENATOR, DISTRICT 10","Write-In","No party",1
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE REPRESENTATIVE, DISTRICT 29","Jared Millican","Democratic",45
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE REPRESENTATIVE, DISTRICT 29","Becky Nordgren","Republican",274
"Alabama","DeKalb","ARONEY FIRE DEPT","STATE REPRESENTATIVE, DISTRICT 29","Write-In","No party",0
"Alabama","DeKalb","ARONEY FIRE DEPT","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","Yes - Statewide Amendment No. 1","No party",252
"Alabama","DeKalb","ARONEY FIRE DEPT","PROPOSED STATEWIDE AMENDMENT NUMBER ONE (1)","No - Statewide Amendment No. 1","No party",37
"Alabama","DeKalb","ARONEY FIRE DEPT","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","Yes - Statewide Amendment No. 2","No party",218
"Alabama","DeKalb","ARONEY FIRE DEPT","PROPOSED STATEWIDE AMENDMENT NUMBER TWO (2)","No - Statewide Amendment No. 2","No party",69
"Alabama","DeKalb","ARONEY FIRE DEPT","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","Yes - Statewide Amendment No. 3","No party",187
"Alabama","DeKalb","ARONEY FIRE DEPT","PROPOSED STATEWIDE AMENDMENT NUMBER THREE (3)","No - Statewide Amendment No. 3","No party",61
"Alabama","DeKalb","ARONEY FIRE DEPT","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","Yes -Statewide Amendment No. 4","No party",201
"Alabama","DeKalb","ARONEY FIRE DEPT","PROPOSED STATEWIDE AMENDMENT NUMBER FOUR (4)","No - Statewide Amendment No. 4","No party",57
"Alabama","DeKalb","ARONEY FIRE DEPT","CIRCUIT CLERK, DeKALB COUNTY","Pam Bailey Simpson","Democratic",65
"Alabama","DeKalb","ARONEY FIRE DEPT","CIRCUIT CLERK, DeKALB COUNTY","Todd Greeson","Republican",256
"Alabama","DeKalb","ARONEY FIRE DEPT","CIRCUIT CLERK, DeKALB COUNTY","Write-In","No party",0
"Alabama","DeKalb","ARONEY FIRE DEPT","DeKALB COUNTY JUDGE OF PROBATE","Ronnie Osborn","Republican",270
"Alabama","DeKalb","ARONEY FIRE DEPT","DeKALB COUNTY JUDGE OF PROBATE","Write-In","No party",5
"Alabama","DeKalb","ARONEY FIRE DEPT","PRESIDENT, DeKALB COUNTY COMMISSION","Ben Johnston","Democratic",59
"Alabama","DeKalb","ARONEY FIRE DEPT","PRESIDENT, DeKALB COUNTY COMMISSION","Ricky Harcrow","Republican",255
"Alabama","DeKalb","ARONEY FIRE DEPT","PRESIDENT, DeKALB COUNTY COMMISSION","Write-In","No party",0
"Alabama","DeKalb","ARONEY FIRE DEPT","DeKALB COUNTY SHERIFF","John Baker","Democratic",77
"Alabama","DeKalb","ARONEY FIRE DEPT","DeKALB COUNTY SHERIFF","Nick Welden","Republican",237
"Alabama","DeKalb","ARONEY FIRE DEPT","DeKALB COUNTY SHERIFF","Write-In","No party",2
"Alabama","DeKalb","BLAKE COMM CTR","STRAIGHT PARTY","Alabama Democratic Party","Democratic",44
"Alabama","DeKalb","BLAKE COMM CTR","STRAIGHT PARTY","Alabama Republican Party","Republican",279
"Alabama","DeKalb","BLAKE COMM CTR","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Lee Auman","Democratic",88
"Alabama","DeKalb","BLAKE COMM CTR","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Robert Aderholt","Republican",527
"Alabama","DeKalb","BLAKE COMM CTR","UNITED STATES REPRESENTATIVE, 4TH CONGRESSIONAL DISTRICT","Write-In","No party",1
"Alabama","DeKalb","BLAKE COMM CTR","GOVERNOR","Walt Maddox","Democratic",88
"Alabama","DeKalb","BLAKE COMM CTR","GOVERNOR","Kay Ivey","Republican",530
"Alabama","DeKalb","BLAKE COMM CTR","GOVERNOR","Write-In","No party",10
"Alabama","DeKalb","BLAKE COMM CTR","LIEUTENANT GOVERNOR","Will Boyd","Democratic",76
"Alabama","DeKalb","BLAKE COMM CTR","LIEUTENANT GOVERNOR","Will Ainsworth","Republican",541
"Alabama","DeKalb","BLAKE COMM CTR","LIEUTENANT GOVERNOR","Write-In","No party",1
"Alabama","DeKalb","BLAKE COMM CTR","ATTORNEY GENERAL","Joseph Siegelman","Democratic",83
"Alabama","DeKalb","BLAKE COMM CTR","ATTORNEY GENERAL","Steve Marshall","Republican",538
"Alabama","DeKalb","BLAKE COMM CTR","ATTORNEY GENERAL","Write-In","No party",2
"Alabama","DeKalb","BLAKE COMM CTR","CHIEF JUSTICE OF THE SUPREME COURT","Bob Vance, Jr.","Democratic",98
"Alabama","DeKalb","BLAKE COMM CTR","CHIEF JUSTICE OF THE SUPREME COURT","Tom Parker","Republican",516
"Alabama","DeKalb","BLAKE COMM CTR","CHIEF JUSTICE OF THE SUPREME COURT","Write-In","No party",1
"Alabama","DeKalb","BLAKE COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Sarah Hicks Stewart","Republican",525
"Alabama","DeKalb","BLAKE COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 1","Write-In","No party",5
"Alabama","DeKalb","BLAKE COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Tommy Bryan","Republican",524
"Alabama","DeKalb","BLAKE COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 2","Write-In","No party",4
"Alabama","DeKalb","BLAKE COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Will Sellers","Republican",518
"Alabama","DeKalb","BLAKE COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 3","Write-In","No party",3
"Alabama","DeKalb","BLAKE COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Donna Wesson Smalley","Democratic",85
"Alabama","DeKalb","BLAKE COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Jay Mitchell","Republican",508
"Alabama","DeKalb","BLAKE COMM CTR","ASSOCIATE JUSTICE OF THE SUPREME COURT, PLACE 4","Write-In","No party",1
"Alabama","DeKalb","BLAKE COMM CTR","STATE TREASURER","John McMillan","Republican",522
"Alabama","DeKalb","BLAKE COMM CTR","STATE TREASURER","Write-In","No party",4
"Alabama","DeKalb","BLAKE COMM CTR","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Rick Pate","Republican",514
"Alabama","DeKalb","BLAKE COMM CTR","COMMISSIONER OF AGRICULTURE AND INDUSTRIES","Write-In","No party",3
"Alabama","DeKalb","BLAKE COMM CTR","SECRETARY OF STATE","Heather Milam","Democratic",80
"Alabama","DeKalb","BLAKE COMM CTR","SECRETARY OF STATE","John H. Merrill","Republican",523
"Alabama","DeKalb","BLAKE COMM CTR","SECRETARY OF STATE","Write-In","No party",2
"Alabama","DeKalb","BLAKE COMM CTR","STATE AUDITOR","Miranda Karrine Joseph","Democratic",86
"Alabama","DeKalb","BLAKE COMM CTR","STATE AUDITOR","Jim Zeigler","Republican",514
"Alabama","DeKalb","BLAKE COMM CTR","STATE AUDITOR","Write-In","No party",1
"Alabama","DeKalb","BLAKE COMM CTR","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Christy Olinger Edwards","Republican",518
"Alabama","DeKalb","BLAKE COMM CTR","COURT OF CIVIL APPEALS JUDGE, PLACE 1","Write-In","No party",3
"Alabama","DeKalb","BLAKE COMM CTR","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Chad Hanson","Republican",518
"Alabama","DeKalb","BLAKE COMM CTR","COURT OF CIVIL APPEALS JUDGE, PLACE 2","Write-In","No party",2
"Alabama","DeKalb","BLAKE COMM CTR","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Terry A. Moore","Republican",520
"Alabama","DeKalb","BLAKE COMM CTR","COURT OF CIVIL APPEALS JUDGE, PLACE 3","Write-In","No party",2
"Alabama","DeKalb","BLAKE COMM CTR","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Richard Minor","Republican",520
"Alabama","DeKalb","BLAKE COMM CTR","COURT OF CRIMINAL APPEALS JUDGE, PLACE 1","Write-In","No party",3
"Alabama","DeKalb","BLAKE COMM CTR","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Chris McCool","Republican",516
"Alabama","DeKalb","BLAKE COMM CTR","COURT OF CRIMINAL APPEALS JUDGE, PLACE 2","Write-In","No party",3
"Alabama","DeKalb","BLAKE COMM CTR","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Bill Cole","Republican",515
"Alabama","DeKalb","BLAKE COMM CTR","COURT OF CRIMINAL APPEALS JUDGE, PLACE 3","Write-In","No party",3
"Alabama","DeKalb","BLAKE COMM CTR","PUBLIC SERVICE COMMISSION, PLACE 1","Cara Y. McClure","Democratic",86
